What city do you live in?,"What state or province do you live in, if applicable?",What country do you live in?,What is your age?,How often do you try to make other people happy?,Are your surroundings physically safe?,Do the people you're close to (family/friends) love and support you?,How often do you listen to music you enjoy?,"How often do you use technology (games, social media, etc.) for entertainment? ",How many hours of uninterrupted sleep do you get each night?,How often are you outdoors?,Do you feel respected by other people?,How much exercise do you get weekly?,How often do you smile every day?,Do you love and appreciate yourself?,"How often do you feel happy with what you do every day (e.g. work, school)?",How often do you argue with people who are close to you?
Rochester,Indiana,United States,16,3,3,4,5,5,7-9 hours,2,3,30- 60 minutes a week,3,2,2,2
Argos,Indiana,United States,15,5,4,5,5,5,4-6 hours,3,4,30- 60 minutes a week,5,4,4,3
Rochester,Indiana,United States,17,3,5,5,3,4,7-9 hours,4,5,30- 60 minutes a week,5,5,5,2
Rochester,Indiana,United States,16,4,4,4,5,4,4-6 hours,4,4,More than 90 minutes a week,5,5,3,3
Rochester,Indiana,United States,17,5,3,4,5,5,4-6 hours,4,2,30- 60 minutes a week,3,3,2,4
Kewanna,Indiana,United States,16,4,5,4,5,5,4-6 hours,5,3,More than 90 minutes a week,4,4,4,2
Rochester,Indiana,United States,17,5,3,4,5,5,More than 9 hours,3,2,30- 60 minutes a week,4,3,3,2
Rochester,Indiana,United States,16,3,3,3,5,5,7-9 hours,3,3,Less than 30 minutes a week,4,3,3,4
Rochester,Indiana,United States,15,5,4,5,5,3,4-6 hours,4,3,60-90 minutes a week,5,4,3,5
Rochester,Indiana,United States,17,3,5,4,5,4,1-3 hours,4,3,More than 90 minutes a week,4,4,4,2
Rochester,Indiana,United States,18,5,5,5,5,5,7-9 hours,3,4,30- 60 minutes a week,4,4,5,3
Rochester,Indiana,United States,17,4,4,4,4,4,7-9 hours,4,4,More than 90 minutes a week,5,5,4,2
Rochester,Indiana,United States,17,5,5,5,4,5,4-6 hours,4,5,More than 90 minutes a week,5,5,5,3
Rochester,Indiana,United States,18,3,3,5,5,5,7-9 hours,5,4,More than 90 minutes a week,5,5,3,4
Rochester,Indiana,United States,16,4,3,5,5,5,7-9 hours,4,4,More than 90 minutes a week,4,4,3,4
Rochester,Indiana,United States,15,5,4,5,5,5,4-6 hours,2,4,30- 60 minutes a week,4,4,1,2
Rochester,Indiana,United States,16,4,5,5,5,5,7-9 hours,5,4,More than 90 minutes a week,5,5,4,4
Rochester,Indiana,United States,31,5,4,4,5,4,4-6 hours,2,4,30- 60 minutes a week,4,3,4,5
Rochester,Indiana,United States,17,5,4,4,5,5,7-9 hours,4,5,30- 60 minutes a week,5,5,4,1
Rochester,Indiana,United States,18,5,4,5,5,4,4-6 hours,3,3,30- 60 minutes a week,4,4,4,2
Rochester,Indiana,United States,17,4,3,4,4,2,4-6 hours,5,3,More than 90 minutes a week,4,4,4,3
Rochester,Indiana,United States,15,3,4,5,5,5,7-9 hours,4,4,30- 60 minutes a week,4,5,5,5
Rochester,Indiana,United States,16,4,4,5,5,5,4-6 hours,3,4,60-90 minutes a week,5,4,4,3
Rochester,Indiana,United States,16,4,5,4,3,5,4-6 hours,4,4,More than 90 minutes a week,5,3,4,5
Rochester,Indiana,United States,17,5,3,3,5,5,4-6 hours,3,3,More than 90 minutes a week,3,3,3,5
Rochester,Indiana,United States,16,4,3,2,5,5,7-9 hours,4,2,More than 90 minutes a week,4,3,3,4
Rochester,Indiana,United States,16,5,5,5,4,5,4-6 hours,4,1,30- 60 minutes a week,3,4,2,2
Rochester,Indiana,United States,16,4,3,4,5,5,4-6 hours,4,5,30- 60 minutes a week,5,3,3,2
Rochester,Indiana,United States,16,3,5,5,5,5,4-6 hours,5,3,More than 90 minutes a week,4,5,3,3
Rochester,Indiana,United States,17,3,4,5,5,5,4-6 hours,5,4,More than 90 minutes a week,5,4,4,3
Rochester,Indiana,United States,16,4,5,4,5,5,4-6 hours,3,4,More than 90 minutes a week,3,4,3,3
Rochester,Indiana,United States,15,5,5,5,5,1,4-6 hours,4,5,30- 60 minutes a week,4,5,4,3
Rochester,Indiana,United States,17,4,5,4,5,5,4-6 hours,3,3,Less than 30 minutes a week,4,3,3,3
Rochester,Indiana,United States,15,5,3,4,5,4,4-6 hours,5,4,More than 90 minutes a week,5,5,5,4
Rochester,Indiana,United States,16,5,5,5,5,5,7-9 hours,4,5,More than 90 minutes a week,4,5,4,1
Rochester,Indiana,United States,16,4,5,4,5,3,More than 9 hours,5,4,30- 60 minutes a week,5,5,4,4
Rochester,Indiana,United States,16,4,4,4,5,3,4-6 hours,5,2,30- 60 minutes a week,4,3,5,4
Rochester,Indiana,United States,19,2,1,5,5,5,7-9 hours,5,3,30- 60 minutes a week,3,3,3,4
Rochester,Indiana,United States,17,5,5,5,4,3,7-9 hours,4,5,30- 60 minutes a week,5,5,5,2
Rochester,Indiana,United States,18,5,2,5,5,5,4-6 hours,5,5,Less than 30 minutes a week,5,5,3,1
Rochester,Indiana,United States,17,3,4,4,5,4,4-6 hours,4,4,Less than 30 minutes a week,3,4,4,5
Rochester,Indiana,United States,16,4,5,4,5,5,4-6 hours,3,3,30- 60 minutes a week,4,3,3,4
Rochester,Indiana,United States,16,4,5,5,5,4,7-9 hours,2,3,Less than 30 minutes a week,4,5,4,2
Rochester,Indiana,United States,17,5,5,5,5,5,7-9 hours,3,4,30- 60 minutes a week,4,3,3,1
Rochester,Indiana,United States,15,5,5,5,3,3,4-6 hours,4,4,More than 90 minutes a week,4,5,4,4
Rochester,Indiana,United States,16,5,5,5,5,5,4-6 hours,5,3,60-90 minutes a week,3,4,2,1
Rochester,Indiana,United States,17,4,5,5,3,5,7-9 hours,3,3,More than 90 minutes a week,4,3,3,2
Rochester,Indiana,United States,17,4,5,5,4,5,4-6 hours,3,3,More than 90 minutes a week,5,5,4,2
Rochester,Indiana,United States,15,4,3,4,5,3,4-6 hours,2,2,Less than 30 minutes a week,3,3,3,3
Rochester,Indiana,United States,17,3,3,5,5,5,1-3 hours,5,5,60-90 minutes a week,5,5,4,2
Rochester,Indiana,United States,18,3,5,5,5,5,7-9 hours,5,4,30- 60 minutes a week,5,5,4,1
Rochester,Indiana,United States,17,4,4,5,4,1,7-9 hours,2,2,60-90 minutes a week,3,4,3,5
Rochester,Indiana,United States,18,5,4,3,3,5,4-6 hours,4,4,More than 90 minutes a week,3,3,3,3
Rochester,Indiana,United States,17,4,4,5,4,4,7-9 hours,4,3,More than 90 minutes a week,4,4,3,4
Rochester,Indiana,United States,15,3,3,5,5,3,4-6 hours,4,4,60-90 minutes a week,4,5,4,1
Rochester,Indiana,United States,17,5,3,4,5,5,7-9 hours,3,3,More than 90 minutes a week,2,1,3,2
Rochester,Indiana,United States,18,3,4,4,5,5,7-9 hours,3,3,More than 90 minutes a week,4,3,3,3
Rochester,Indiana,United States,16,5,3,5,5,5,4-6 hours,5,3,30- 60 minutes a week,5,4,4,2
Rochester,Indiana,United States,17,4,5,4,5,5,More than 9 hours,4,3,More than 90 minutes a week,5,4,3,5
Rochester,Indiana,United States,16,4,4,3,5,4,7-9 hours,2,2,More than 90 minutes a week,5,3,3,2
Rochester,Indiana,United States,17,4,4,4,4,5,7-9 hours,4,4,More than 90 minutes a week,5,5,4,2
Rochester,Indiana,United States,17,5,4,5,5,5,7-9 hours,3,3,30- 60 minutes a week,5,2,4,4
Rochester,Indiana,United States,15,4,3,4,5,5,4-6 hours,5,4,60-90 minutes a week,5,4,4,2
Rochester,Indiana,United States,15,5,4,5,3,4,7-9 hours,5,4,More than 90 minutes a week,4,2,3,4
Rochester,Indiana,United States,15,5,4,5,4,4,7-9 hours,4,4,60-90 minutes a week,5,5,5,4
Rochester,Indiana,United States,16,4,3,5,5,2,7-9 hours,5,5,30- 60 minutes a week,5,5,4,3
Rochester,Indiana,United States,17,4,5,5,5,5,4-6 hours,3,3,More than 90 minutes a week,5,5,4,2
Rochester,Indiana,United States,16,3,4,5,5,5,7-9 hours,5,5,Less than 30 minutes a week,5,5,4,5
Rochester,Indiana,United States,17,4,4,5,5,4,7-9 hours,4,3,30- 60 minutes a week,3,4,5,5
Rochester,Indiana,United States,17,4,4,4,5,4,Less than an hour,2,3,More than 90 minutes a week,4,3,3,2
Rochester,Indiana,United States,17,5,5,5,5,4,7-9 hours,,5,More than 90 minutes a week,1,5,4,2
Rochester,Indiana,United States,15,3,4,2,3,3,4-6 hours,3,1,30- 60 minutes a week,3,5,1,2
Rochester,Indiana,United States,17,4,5,5,5,4,7-9 hours,3,4,60-90 minutes a week,3,4,5,2
Rochester,Indiana,United States,15,4,5,5,4,4,7-9 hours,4,4,More than 90 minutes a week,4,4,4,3
Rochester,Indiana,United States,16,5,1,5,5,5,7-9 hours,3,4,60-90 minutes a week,4,5,2,1
Rochester,Indiana,United States,15,4,3,4,3,5,4-6 hours,4,3,30- 60 minutes a week,3,5,4,3
Rochester,Indiana,United States,16,4,4,4,5,4,7-9 hours,3,3,More than 90 minutes a week,2,3,3,5
Rochester,Indiana,United States,17,3,5,4,5,5,1-3 hours,4,2,60-90 minutes a week,3,1,2,4
Rochester,Indiana,United States,15,5,3,5,5,5,7-9 hours,3,3,60-90 minutes a week,5,5,3,1
Rochester,Indiana,United States,16,4,4,5,5,3,4-6 hours,2,5,Less than 30 minutes a week,4,3,3,4
Rochester,Indiana,United States,16,4,4,4,5,5,7-9 hours,3,3,60-90 minutes a week,5,2,2,3
Rochester,Indiana,United States,17,5,4,4,5,5,7-9 hours,3,3,Less than 30 minutes a week,5,5,4,2
Rochester,Indiana,United States,16,5,3,4,5,5,4-6 hours,3,2,60-90 minutes a week,2,2,2,4
Rochester,Indiana,United States,15,4,3,5,5,5,7-9 hours,3,3,Less than 30 minutes a week,5,5,3,2
Rochester,Indiana,United States,16,3,3,5,5,5,7-9 hours,3,4,Less than 30 minutes a week,3,4,4,5
Rochester,Indiana,United States,17,5,5,5,5,5,7-9 hours,4,4,More than 90 minutes a week,4,5,4,3
Rochester,Indiana,United States,18,5,5,5,5,5,7-9 hours,5,5,More than 90 minutes a week,5,5,5,5
Rochester,Indiana,United States,18,3,4,4,5,5,7-9 hours,4,3,60-90 minutes a week,4,4,4,3
Rochester,Indiana,United States,17,5,4,5,5,4,7-9 hours,4,4,More than 90 minutes a week,4,5,4,2
Rochester,Indiana,United States,17,3,5,5,5,5,4-6 hours,3,2,30- 60 minutes a week,5,3,2,4
Rochester,Indiana,United States,15,3,4,4,5,3,4-6 hours,4,3,More than 90 minutes a week,3,3,3,3
Rochester,Indiana,United States,17,4,5,3,3,5,7-9 hours,5,4,30- 60 minutes a week,4,5,4,3
Rochester,Indiana,United States,15,4,5,5,5,5,4-6 hours,4,3,60-90 minutes a week,4,5,3,4
Rochester,Indiana,United States,14,4,4,4,5,5,7-9 hours,3,3,More than 90 minutes a week,4,4,4,3
Rochester,Indiana,United States,17,5,5,5,5,3,7-9 hours,4,4,30- 60 minutes a week,3,5,4,2
Rochester,Indiana,United States,17.5,5,5,4,5,5,4-6 hours,5,5,Less than 30 minutes a week,5,5,5,3
Rochester,Indiana,United States,16,1,4,2,5,5,1-3 hours,2,2,Less than 30 minutes a week,1,1,1,4
Rochester,Indiana,United States,17,5,5,5,3,2,7-9 hours,1,3,More than 90 minutes a week,3,3,3,3
Rochester,Indiana,United States,16,4,5,4,5,5,4-6 hours,3,4,More than 90 minutes a week,4,3,1,5
Rochester,Indiana,United States,16,5,5,5,5,5,7-9 hours,5,4,More than 90 minutes a week,5,3,3,5
Rochester,Indiana,United States,16,4,2,4,5,5,7-9 hours,4,2,More than 90 minutes a week,4,4,3,3
Rochester,Indiana,United States,18,3,2,5,5,5,4-6 hours,5,5,30- 60 minutes a week,4,5,2,4
Rochester,Indiana,United States,17,4,2,2,5,5,4-6 hours,2,2,Less than 30 minutes a week,4,5,1,3
Rochester,Indiana,United States,17,4,1,5,5,5,4-6 hours,4,4,More than 90 minutes a week,4,4,3,3
Rochester,Indiana,United States,17,5,5,4,4,4,4-6 hours,3,3,More than 90 minutes a week,4,3,3,3
Rochester,Indiana,United States,15,4,4,5,5,5,4-6 hours,3,4,More than 90 minutes a week,4,5,4,2
Rochester,Indiana,United States,18,5,4,5,5,4,7-9 hours,4,3,30- 60 minutes a week,5,4,4,4
Rochester,Indiana,United States,15,3,5,4,5,5,7-9 hours,2,4,More than 90 minutes a week,4,4,4,5
Rochester,Indiana,United States,16,5,4,5,5,5,7-9 hours,5,4,More than 90 minutes a week,5,4,4,3
Rochester,Indiana,United States,16,4,5,5,3,4,7-9 hours,3,4,More than 90 minutes a week,4,3,4,2
Rochester,Indiana,United States,17,5,3,5,5,5,1-3 hours,5,5,30- 60 minutes a week,2,5,3,3
Rochester,Indiana,United States,15,5,5,5,5,5,4-6 hours,3,2,More than 90 minutes a week,3,4,3,2
Rochester,Indiana,United States,15,5,4,4,5,3,4-6 hours,5,4,60-90 minutes a week,5,5,4,4
Rochester,Indiana,United States,67,5,5,4,4,3,4-6 hours,3,4,60-90 minutes a week,4,4,4,2
Rochester,Indiana,United States,17,5,5,5,5,5,4-6 hours,5,4,More than 90 minutes a week,5,5,5,2
Rochester,Indiana,United States,16,2,4,5,5,5,7-9 hours,4,4,More than 90 minutes a week,4,2,1,4
Rochester,Indiana,United States,16,5,5,5,5,3,Less than an hour,4,5,30- 60 minutes a week,5,5,5,5
Rochester,Indiana,United States,17,3,3,3,5,3,4-6 hours,4,3,More than 90 minutes a week,2,2,4,3
Rochester,Indiana,United States,19,2,5,3,5,5,4-6 hours,3,3,30- 60 minutes a week,3,3,3,2
Rochester,Indiana,United States,18,5,4,5,5,5,4-6 hours,4,5,More than 90 minutes a week,5,5,4,3
Rochester,Indiana,United States,16,4,4,4,2,4,7-9 hours,3,3,More than 90 minutes a week,4,3,3,3
Rochester,Indiana,United States,15,4,4,4,4,4,7-9 hours,3,3,30- 60 minutes a week,4,3,3,4
Rochester,Indiana,United States,33,5,5,5,3,5,7-9 hours,4,5,30- 60 minutes a week,4,5,4,2
Rochester,Indiana,United States,15,4,4,4,5,5,4-6 hours,5,4,More than 90 minutes a week,4,4,4,1
Rochester,Indiana,United States,15,5,3,3,5,5,1-3 hours,2,2,60-90 minutes a week,4,4,4,2
Rochester,Indiana,United States,17,5,5,5,5,5,4-6 hours,4,4,More than 90 minutes a week,5,5,5,5
Rochester,Indiana,United States,15,5,4,4,5,2,4-6 hours,3,4,More than 90 minutes a week,3,3,3,3
Rochester,Indiana,United States,18,4,4,5,5,5,4-6 hours,3,3,More than 90 minutes a week,5,4,3,4
Rochester,Indiana,United States,18,5,4,5,4,5,4-6 hours,2,3,30- 60 minutes a week,3,4,2,2
Rochester,Indiana,United States,16,4,5,5,3,5,4-6 hours,4,5,30- 60 minutes a week,4,4,4,2
Rochester,Indiana,United States,16,4,4,5,5,5,7-9 hours,2,4,More than 90 minutes a week,4,5,4,3
Rochester,Indiana,United States,19,3,5,5,5,5,7-9 hours,5,5,30- 60 minutes a week,3,4,5,4
Rochester,Indiana,United States,17,5,4,5,5,5,4-6 hours,2,3,Less than 30 minutes a week,5,4,5,1
Rochester,Indiana,United States,17,5,5,4,5,5,7-9 hours,4,5,More than 90 minutes a week,5,4,5,4
Rochester,Indiana,United States,18,4,5,5,5,3,7-9 hours,4,5,More than 90 minutes a week,4,5,4,4
Rochester,Indiana,United States,17,3,4,5,5,5,4-6 hours,4,4,More than 90 minutes a week,4,4,4,4
Rochester,Indiana,United States,17,3,4,5,5,5,7-9 hours,3,4,More than 90 minutes a week,4,5,4,4
Rochester,Indiana,United States,15,5,4,5,5,4,7-9 hours,4,4,More than 90 minutes a week,5,4,4,3
Rochester,Indiana,United States,16,4,3,4,5,5,7-9 hours,4,4,30- 60 minutes a week,4,4,4,4
Rochester,Indiana,United States,15,5,4,5,5,4,4-6 hours,5,4,More than 90 minutes a week,5,4,4,4
Rochester,Indiana,United States,17,5,3,5,5,4,4-6 hours,3,4,60-90 minutes a week,5,3,4,4
Rochester,Indiana,United States,17,5,4,5,5,5,4-6 hours,4,4,60-90 minutes a week,4,4,4,2
Rochester,Indiana,United States,16,4,4,5,3,5,7-9 hours,3,4,30- 60 minutes a week,5,4,3,3
Rochester,Indiana,United States,15,3,4,3,5,5,4-6 hours,3,3,More than 90 minutes a week,4,3,3,3
Rochester,Indiana,United States,17,4,4,1,5,3,1-3 hours,4,1,More than 90 minutes a week,3,3,4,4
Rochester,Indiana,United States,18,3,3,5,5,5,4-6 hours,5,4,30- 60 minutes a week,4,4,4,4
Rochester,Indiana,United States,15,5,4,5,4,5,7-9 hours,5,4,More than 90 minutes a week,5,5,4,4
Rochester,Indiana,United States,16,5,4,3,5,5,4-6 hours,3,2,30- 60 minutes a week,3,2,2,3
Rochester,Indiana,United States,18,5,5,5,5,5,More than 9 hours,5,5,60-90 minutes a week,5,5,5,1
Rochester,Indiana,United States,17,3,4,4,3,4,7-9 hours,4,4,More than 90 minutes a week,4,4,4,4
Rochester,Indiana,United States,17,4,3,5,5,5,7-9 hours,4,4,60-90 minutes a week,5,4,5,1
Rochester,Indiana,United States,16,3,3,4,4,4,7-9 hours,4,4,30- 60 minutes a week,4,4,4,2
Rochester,Indiana,United States,16,4,5,5,4,5,7-9 hours,2,4,More than 90 minutes a week,5,5,4,2
Rochester,Indiana,United States,17,4,3,5,4,5,7-9 hours,4,4,More than 90 minutes a week,5,4,3,2
Rochester,Indiana,United States,17,5,4,5,4,5,4-6 hours,3,4,More than 90 minutes a week,5,5,4,1
Nuernberg,Bavaria,Germany,15,5,5,5,4,5,4-6 hours,3,4,More than 90 minutes a week,4,3,4,3
Rochester,Indiana,United States,16,5,5,5,5,4,7-9 hours,4,5,More than 90 minutes a week,5,5,5,3
Rochester,Indiana,United States,17,4,4,5,5,4,7-9 hours,4,4,More than 90 minutes a week,5,4,4,1
Rio Bamba,Chimborazo,Ecuador,18,4,4,4,5,4,7-9 hours,4,4,30- 60 minutes a week,5,5,5,5
Rochester,Indiana,United States,17,5,4,4,5,5,7-9 hours,5,4,More than 90 minutes a week,4,5,4,2
Rochester,Indiana,United States,16,2,5,4,5,3,7-9 hours,2,4,30- 60 minutes a week,4,3,1,3
Rochester,Indiana,United States,18,5,4,3,5,5,4-6 hours,5,4,More than 90 minutes a week,4,4,4,5
Argos,Indiana,United States,17,3,3,5,5,5,4-6 hours,4,3,Less than 30 minutes a week,4,3,4,2
Rochester,Indiana,United States,17,3,4,4,5,5,4-6 hours,5,5,More than 90 minutes a week,3,3,4,5
Rochester,Indiana,United States,17,4,4,5,3,3,7-9 hours,2,4,More than 90 minutes a week,3,4,4,2
Rochester,Indiana,United States,14,5,5,5,4,5,7-9 hours,1,1,More than 90 minutes a week,1,2,4,1
Rochester,Indiana,United States,15,4,5,5,5,5,7-9 hours,4,5,More than 90 minutes a week,5,5,5,5
Rochester,Indiana,United States,17,4,4,5,5,5,4-6 hours,2,3,More than 90 minutes a week,4,5,4,2
Rochester,Indiana,United States,17,5,4,5,5,2,1-3 hours,5,5,More than 90 minutes a week,5,3,4,1
Rochester,Indiana,United States,16,3,3,5,4,5,7-9 hours,4,3,More than 90 minutes a week,5,4,2,4
Rochester,Indiana,United States,14,3,4,4,5,4,7-9 hours,4,3,60-90 minutes a week,4,3,3,3
Rochester,Indiana,United States,18,4,5,5,4,4,7-9 hours,3,4,30- 60 minutes a week,3,4,4,2
Rochester,Indiana,United States,17,4,4,5,5,4,4-6 hours,4,5,More than 90 minutes a week,4,5,5,2
Rochester,Indiana,United States,17,5,3,5,5,5,7-9 hours,4,5,More than 90 minutes a week,4,4,5,2
Rochester,Indiana,United States,17,3,4,5,5,5,4-6 hours,3,4,More than 90 minutes a week,3,5,4,2
Rochester,Indiana,United States,17,5,4,4,5,5,4-6 hours,3,4,More than 90 minutes a week,4,3,3,2
Rochester,Indiana,United States,17,5,4,5,5,4,4-6 hours,4,5,60-90 minutes a week,4,5,3,2
Rochester,Indiana,United States,14,5,5,4,5,4,4-6 hours,5,5,More than 90 minutes a week,4,4,3,4
Rochester,Indiana,United States,16,2,3,4,4,5,7-9 hours,1,3,Less than 30 minutes a week,4,3,3,3
Rochester,Indiana,United States,18,5,5,5,4,5,4-6 hours,3,5,More than 90 minutes a week,3,5,4,1
Rochester,Indiana,United States,17,4,4,4,5,4,4-6 hours,4,3,60-90 minutes a week,4,4,3,4
Rochester,Indiana,United States,16,3,4,4,5,5,4-6 hours,3,3,More than 90 minutes a week,3,4,2,3
Rochester,Indiana,United States,17,5,3,4,5,2,4-6 hours,4,3,More than 90 minutes a week,5,3,5,2
Rochester,Indiana,United States,16,4,5,4,2,4,7-9 hours,3,3,60-90 minutes a week,3,5,3,1
Rochester,Indiana,United States,17,4,4,3,5,4,4-6 hours,3,3,Less than 30 minutes a week,4,4,3,4
Rochester,Indiana,United States,16,5,5,5,5,5,Less than an hour,4,4,More than 90 minutes a week,5,5,5,5
Rochester,Indiana,United States,14,4,2,2,5,4,1-3 hours,4,3,60-90 minutes a week,3,2,2,4
Rochester,Indiana,United States,16,5,4,5,5,5,7-9 hours,4,4,30- 60 minutes a week,4,4,4,2
Rochester,Indiana,United States,18,4,5,4,5,5,4-6 hours,3,4,30- 60 minutes a week,4,4,3,3
Rochester,Indiana,United States,15,4,3,4,5,5,7-9 hours,4,4,More than 90 minutes a week,4,4,5,4
Rochester,Indiana,United States,7,1,4,4,4,5,4-6 hours,3,3,Less than 30 minutes a week,1,4,3,5
Rochester,Indiana,United States,15,1,1,5,5,3,4-6 hours,5,1,More than 90 minutes a week,5,5,1,5
Rochester,Indiana,United States,15,1,1,5,5,3,4-6 hours,5,1,More than 90 minutes a week,5,5,1,5
Rochester,Indiana,United States,18,4,5,5,5,5,4-6 hours,2,4,Less than 30 minutes a week,4,4,4,2
Rochester,Indiana,United States,15,5,4,5,5,5,4-6 hours,4,4,More than 90 minutes a week,5,5,4,5
Rochester,Indiana,United States,15,5,5,5,5,5,More than 9 hours,3,4,Less than 30 minutes a week,5,5,5,3
Rochester,Indiana,United States,15,5,5,5,5,5,More than 9 hours,3,4,Less than 30 minutes a week,5,5,5,3
Rochester,Indiana,United States,14,1,3,5,5,5,7-9 hours,3,1,More than 90 minutes a week,5,5,5,5
Rochester,Indiana,United States,15,1,1,5,5,3,4-6 hours,5,4,More than 90 minutes a week,5,5,5,5
Rochester,Indiana,United States,15,4,5,4,3,4,Less than an hour,5,3,More than 90 minutes a week,3,3,3,4
Rochester,Indiana,United States,17,5,4,5,5,5,4-6 hours,4,5,30- 60 minutes a week,4,5,5,3
Rochester,Indiana,United States,17,4,3,4,4,3,4-6 hours,5,3,30- 60 minutes a week,3,2,2,4
Rochester,Indiana,United States,15,3,3,5,5,5,7-9 hours,3,2,More than 90 minutes a week,2,3,2,4
Rochester,Indiana,United States,14,3,4,4,5,4,4-6 hours,5,3,More than 90 minutes a week,5,4,4,4
Republic,Missouri,United States,41,4,5,5,5,5,4-6 hours,3,4,30- 60 minutes a week,3,4,4,2
Rochester,Indiana,United States,15,5,5,5,5,5,7-9 hours,5,5,More than 90 minutes a week,5,5,3,3
Rochester,Indiana,United States,15,5,4,5,5,5,7-9 hours,4,5,More than 90 minutes a week,5,5,4,3
Evansville,Indiana,United States,18,3,4,4,5,4,7-9 hours,4,3,More than 90 minutes a week,4,3,3,4
Rochester,Indiana,United States,15,3,4,5,5,4,7-9 hours,5,3,30- 60 minutes a week,5,3,3,3
Cleveland,Ohio,United States,15,2,3,5,5,5,4-6 hours,1,5,Less than 30 minutes a week,1,1,3,1
Rochester,Indiana,United States,17,4,5,5,4,4,7-9 hours,4,4,More than 90 minutes a week,5,4,4,2
Rochester,Indiana,United States,15,4,4,4,5,3,4-6 hours,5,3,30- 60 minutes a week,5,3,3,5
Rochester,Indiana,United States,15,4,4,5,5,4,4-6 hours,4,2,More than 90 minutes a week,4,3,4,3
Cincinnati,Ohio,United States,16,4,2,3,5,4,1-3 hours,4,3,More than 90 minutes a week,5,2,2,4
Rochester,Indiana,United States,15,4,5,5,5,5,7-9 hours,4,4,30- 60 minutes a week,4,5,5,2
New Orleans,Louisiana,United States,18,5,4,5,5,5,7-9 hours,3,3,More than 90 minutes a week,3,2,2,4
Trumann,Arkansas,United States,16,3,5,4,5,5,4-6 hours,2,3,More than 90 minutes a week,4,5,3,3
Nixa,Missouri,United States,29,5,5,5,5,3,7-9 hours,4,4,60-90 minutes a week,4,4,4,2
Midland,Michigan,United States,15,4,3,2,5,5,1-3 hours,4,2,More than 90 minutes a week,4,1,2,4
Rochester,Indiana,United States,16,5,4,4,4,5,4-6 hours,5,2,30- 60 minutes a week,5,3,4,2
Dumas,Arkansas,United States,16,4,3,4,5,4,4-6 hours,4,4,60-90 minutes a week,5,5,3,2
LaGrange,Indiana,United States,16,5,5,5,5,5,7-9 hours,4,4,More than 90 minutes a week,5,5,5,2
Lowell,Indiana,United States,13,5,5,5,5,5,7-9 hours,3,5,60-90 minutes a week,5,4,3,3
Springfield,Missouri,United States,44,5,4,5,4,3,7-9 hours,4,5,More than 90 minutes a week,4,5,4,2
Ypsilanti,Michigan,United States,15,5,3,3,5,5,More than 9 hours,1,3,More than 90 minutes a week,2,3,2,5
Seaford,Delaware,United States,14,5,3,4,5,3,More than 9 hours,1,3,60-90 minutes a week,4,2,2,5
Rochester,Indiana,United States,15,3,3,4,5,4,4-6 hours,3,4,More than 90 minutes a week,3,3,4,2
Rochester,Indiana,United States,16,4,5,5,5,5,7-9 hours,4,4,More than 90 minutes a week,5,4,4,3
Howe,Indiana,United States,18,5,4,4,4,5,4-6 hours,4,5,More than 90 minutes a week,4,4,4,3
Republic,Missouri,United States,35,4,5,5,4,3,4-6 hours,3,4,30- 60 minutes a week,4,4,4,2
